Title,Processor,Ram,OS,Storage,Display,Warranty,Discount Price,Original Price,Delivery,Note,Offer,Reviews
Infinix Intel Core i7 11th Gen 1195G7 - (16 GB/1 TB SSD/Windows 11 Home) INBook X2 Plus Core i7 Thin a...,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?57,990","?89,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,Intel Celeron Dual Core Processor (9th Gen),4 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year,"?17,036","?33,990",Free delivery,Bank Offer,,436 Ratings & 4 Reviews
SAMSUNG Galaxy Book4 360 Evo Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Home) NP750QGK-LG1IN 2 i...,Intel Core 5 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Touchscreen Display,MS Office Home and Student 2021,"?1,08,990","?1,32,239",Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",514 Ratings & 2 Reviews
Acer Nitro V Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Carry-in Warranty,"?82,999","?1,05,999",Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",4.5128 Ratings & 16 Reviews
Acer Nitro 5 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"Acer Care Center, Acer Product Registration, NitroSense","?68,499","?1,09,955",Free delivery,Bank Offer,,447 Ratings & 2 Reviews
HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX ...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?59,999","?68,299",Free delivery,Save extra with combo offers,Bank Offer,4.381 Ratings & 7 Reviews
ASUS Vivobook 14 Touchscreen Intel P-Series Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 1...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,"?59,990","?82,990",Free delivery,Bank Offer,,4.4108 Ratings & 9 Reviews
ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504...,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?54,990","?79,990",Free delivery,EOSS Special Deal,Bank Offer,54 Ratings & 0 Reviews
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,"?86,690","?1,24,290",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.379 Ratings & 21 Reviews
Lenovo IdeaPad Slim 5 AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IMH9 Laptop,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite warranty,"?81,990","?1,01,090",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",4.215 Ratings & 5 Reviews
Apple 2021 Macbook Pro Apple M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1H3HN/A,Apple M1 Max Processor,32 GB Unified Memory RAM,Mac OS Operating System,1 TB SSD,41.15 cm (16.2 inch) Display,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player","?2,99,990","?3,29,900",Free delivery,"Upto ?33,000 Off on Exchange","No Cost EMI from ?49,999/month",4.150 Ratings & 0 Reviews
DELL Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3420 Notebook,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Hardware Service,"?42,068","?67,486",Free delivery,Save extra with combo offers,Bank Offer,4.3382 Ratings & 28 Reviews
HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?72,490","?87,095",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.266 Ratings & 4 Reviews
"ASUS Vivobook S 15 OLED (2024) - AI Powered, Intel EVO H-Series, Intel Core Ultra 5 125H - (16 GB/1 TB...",Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,Microsoft Office Home & Student 2021,"?96,990","?1,06,990",Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.3955 Ratings & 76 Reviews
HP Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5202TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?50,499","?65,200",Free delivery,Bank Offer,,"4.41,396 Ratings & 134 Reviews"
HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?60,900","?78,900",Free delivery,Save extra with combo offers,Bank Offer,3.919 Ratings & 3 Reviews
MSI Prestige 16 AI Studio Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) Pre...,Intel Core Ultra 7 Processor,32 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display,2 Year Carry-in Warranty,"?1,59,990","?1,79,990",Free delivery,Daily Saver,"Upto ?32,000 Off on Exchange","4.11,282 Ratings & 181 Reviews"
ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?50,990","?74,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.663 Ratings & 9 Reviews
Acer Aspire 5 15 Intel Core i3 13th Gen 31305 U - (8 GB/512 GB SSD/Windows 11 Home) A515-58P Thin and ...,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?38,490","?49,999",Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange","4.21,537 Ratings & 184 Reviews"
Infinix X3 Slim Intel Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) XL422 Thin and ...,Intel Core i3 Processor (12th Gen),8 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?29,990","?54,990",Free delivery,Save extra with combo offers,"Upto ?18,200 Off on Exchange",3.846 Ratings & 2 Reviews
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,"?65,990","?98,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.135 Ratings & 7 Reviews
HP Victus Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?99,990","?1,27,764",Free delivery,Save extra with combo offers,"Upto ?31,000 Off on Exchange",
DELL Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and ...,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Graphics & Keyboard: Integrated & Standard Keyboard,Display: 15.6" FHD WVA AG 120Hz 250 nits Narrow Border,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,"?40,990","?58,579",Free delivery,Save extra with combo offers,Bank Offer,
DELL Latitude 14 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Ubuntu) 3420 Business Laptop,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Linux/Ubuntu Operating System,512 GB SSD,35.56 cm (14 inch) Display,3 year domestic,"?47,999","?85,000",Free delivery,Save extra with combo offers,Bank Offer,
Lenovo Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 16 G6 IRL 5 Thin and...,Intel Core i3 Processor (13th Gen),8 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite warranty,"?39,990","?73,800",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",
ASUS Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ000...,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome Operating System,29.46 cm (11.6 Inch) Display,1 Year onsite warranty,,"?15,290","?22,990",Free delivery,Save extra with combo offers,Bank Offer,"3.61,021 Ratings & 99 Reviews"
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB ...",AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?66,990","?1,02,990",Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.3201 Ratings & 16 Reviews
ASUS Intel Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX GTX-1650...,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 YEAR,"?53,990","?80,990",Free delivery,EOSS Special Deal,Bank Offer,4.65 Ratings & 0 Reviews
HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 14s-fy1005AU Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?60,990","?75,191",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.2500 Ratings & 39 Reviews
Infinix X3 Slim Intel Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and...,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?46,990","?69,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.3112 Ratings & 14 Reviews
HP Pavilion AMD Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeFo...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts","?56,990","?70,600",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange","4.413,418 Ratings & 1,330 Reviews"
Apple 2022 MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,Apple M2 Processor,8 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,34.54 cm (13.6 Inch) Display,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player","?1,12,990","?1,19,900",Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",4.6180 Ratings & 6 Reviews
MSI Sword 15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-In Warranty Term,"?70,647","?98,390",Free delivery,Lowest price since launch,"Upto ?28,000 Off on Exchange",4.685 Ratings & 19 Reviews
Acer Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050)...,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1-Year,"?76,990","?84,990",Free delivery,Bank Offer,,4.1738 Ratings & 128 Reviews
WINGS Nuvobook S1 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Wi...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?23,990","?49,999",Free delivery,Daily Saver,"Upto ?20,000 Off on Exchange",4.2178 Ratings & 14 Reviews
Apple 2023 MacBook Pro Apple M3 Pro - (36 GB/512 GB SSD/macOS Sonoma) MRW63HN/A,Apple M3 Pro Processor,36 GB Unified Memory RAM,Mac OS Operating System,512 GB SSD,40.64 cm (16 Inch) Display,"Built-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos","?2,89,900",,Free delivery,"No Cost EMI from ?48,317/month",Bank Offer,4.332 Ratings & 2 Reviews
HP 15s (2023) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Li...,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?44,490","?54,552",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",32 Ratings & 1 Reviews
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year International Travelers Warranty,"?49,990","?70,999",Free delivery,Save extra with combo offers,"Upto ?30,000 Off on Exchange",4.2549 Ratings & 48 Reviews
ASUS ROG Intel Core i7 7th Gen 7700HQ - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA...,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,"?1,07,079","?1,46,490",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.356 Ratings & 4 Reviews
SAMSUNG Galaxy Book4 Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ...,Intel Core i7 Processor (13th Gen),16 GB LPDDR4X RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"?83,990","?89,689",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",3.637 Ratings & 1 Reviews
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,100.63 cm (39.62 cm) Display,NA,"?51,900","?76,500",Free delivery,Save extra with combo offers,Bank Offer,4.4190 Ratings & 23 Reviews
Acer Nitro 5 (2023) AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,One-year International Travelers Warranty,"?68,990","?99,999",Free delivery,Lowest Price in 30 days,"Upto ?30,000 Off on Exchange",4.5151 Ratings & 22 Reviews
HP G9 Intel Core i3 12th Gen 1215 - (8 GB/512 GB SSD/Windows 11 Pro) 240 G9 Laptop,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,MS OFFICE,"?34,500","?58,990",Free delivery,Bank Offer,,4.4483 Ratings & 42 Reviews
ASUS Vivobook Pro 15 OLED Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?77,999","?1,10,990",Free delivery,Lowest price since launch,Bank Offer,4.2142 Ratings & 9 Reviews
HP ENVY Intel Core Ultra 5 125U - (16 GB/512 GB SSD/Windows 11 Home) 14-fc0105TU Thin and Light Laptop,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite warranty,"?96,990","?1,10,389",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange",
MSI Pulse 17 AI Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,Windows 11 Operating System,1 TB SSD,43.18 cm (17 Inch) Display,2 Year Carry-in Warranty,"?1,74,990","?1,94,990",Free delivery,Save extra with combo offers,"Upto ?33,000 Off on Exchange",
MSI GF63 Intel Core i5 12th Gen 12450H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,"?74,990","?1,14,990",Free delivery,EOSS Special Deal,"Upto ?30,000 Off on Exchange",
ASUS TUF Gaming F15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Home Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?75,990","?87,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",
ASUS Vivobook 14 Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) X415EA-EK344WS Thi...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,Microsoft Office Home & Student 2021,"?34,990","?59,990",Free delivery,Lowest Price in 30 days,"Upto ?28,000 Off on Exchange",
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Carry-in Warranty,"?36,990","?61,990",Free delivery,Save extra with combo offers,"Upto ?28,000 Off on Exchange",4.3602 Ratings & 76 Reviews
ASUS Vivobook 15 Intel Core i3 11th Gen 1115G4 - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ342WS Thi...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?35,800","?49,990",Free delivery,Daily Saver,Bank Offer,"4.38,473 Ratings & 746 Reviews"
Infinix INBook Y1 Plus Intel Intel Core i3 10th Gen 1005G1 - (8 GB/256 GB SSD/Windows 11 Home) XL28 Th...,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?29,990","?44,990",Free delivery,Save extra with combo offers,"Upto ?18,200 Off on Exchange","4.24,494 Ratings & 543 Reviews"
MSI Summit E14FlipEvo Intel Core i7 13th Gen 1360P - (16 GB/1 TB SSD/Windows 11 Home) Summit E14FlipEv...,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display,2 Year Carry-in Warranty,"?1,19,990","?1,62,990",Free delivery,Lowest Price in 30 days,"Upto ?32,000 Off on Exchange",4.65 Ratings & 0 Reviews
Lenovo V14 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Pro) V14 G2-ITL Business Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,35.56 cm (14 inch) Display,1 Years Manufacturer Warranty,"?30,137","?50,000",Free delivery,Daily Saver,Bank Offer,4.76 Ratings & 2 Reviews
DELL Inspiron 3000 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Lig...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?35,390","?58,229",Free delivery,Bank Offer,,"4.11,618 Ratings & 213 Reviews"
Lenovo V15 AMD Ryzen 3 Hexa Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Thin and Light L...,AMD Ryzen 3 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,"?28,990","?55,000",Free delivery,Daily Saver,Bank Offer,4.1503 Ratings & 42 Reviews
ASUS Vivobook S15 Intel Core i5 12th Gen Intel EVO I5-12500H - (16 GB/512 GB SSD/Windows 11 Home) S350...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Warranty,"?69,590","?92,990",Free delivery,Bank Offer,,3.825 Ratings & 5 Reviews
ASUS Vivobook S14 OLED Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,"?65,990","?98,990",Free delivery,EOSS Special Deal,"Upto ?28,000 Off on Exchange","4.43,708 Ratings & 395 Reviews"
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,"?70,900","?84,500",Free delivery,Bank Offer,,4.3155 Ratings & 8 Reviews
